user_id,signup_date,city_tier,segment,preferred_device,total_orders,lifetime_value,avg_order_value
U000128,2025-08-29,3,value,web,0.0,0.0,0.0
U000129,2025-11-26,3,regular,web,0.0,0.0,0.0
U000130,2025-07-15,3,regular,mobile,0.0,0.0,0.0
U000131,2025-07-22,2,regular,web,0.0,0.0,0.0
U000132,2025-09-19,2,value,mobile,0.0,0.0,0.0
U000133,2025-07-05,2,regular,mobile,0.0,0.0,0.0
U000134,2026-01-08,3,regular,mobile,0.0,0.0,0.0
U000135,2025-12-29,2,value,mobile,0.0,0.0,0.0
U000136,2025-07-03,3,regular,mobile,0.0,0.0,0.0
U000137,2025-12-16,2,regular,mobile,0.0,0.0,0.0
U000138,2025-10-08,2,regular,web,0.0,0.0,0.0
U000139,2025-11-17,3,value,web,0.0,0.0,0.0
U000140,2025-12-26,2,regular,mobile,0.0,0.0,0.0
U000141,2025-10-22,3,value,web,0.0,0.0,0.0
U000142,2025-07-17,2,value,mobile,2.0,19102.239999999998,9551.119999999999
U000143,2025-06-23,2,value,web,0.0,0.0,0.0
U000144,2025-10-05,2,premium,mobile,0.0,0.0,0.0
U000145,2026-01-08,2,value,web,0.0,0.0,0.0
U000146,2025-10-21,2,regular,mobile,1.0,5871.83,5871.83
U000147,2025-09-09,1,value,web,0.0,0.0,0.0
U000148,2025-06-29,1,premium,web,1.0,2405.75,2405.75
U000149,2026-01-01,2,regular,mobile,0.0,0.0,0.0
U000150,2025-08-31,2,premium,mobile,0.0,0.0,0.0
U000151,2025-11-18,2,value,mobile,0.0,0.0,0.0
U000152,2025-11-16,1,value,mobile,0.0,0.0,0.0
U000153,2025-08-15,2,regular,web,0.0,0.0,0.0
U000154,2025-07-06,1,value,mobile,0.0,0.0,0.0
U000155,2025-09-12,3,regular,web,0.0,0.0,0.0
U000156,2025-08-29,3,premium,web,0.0,0.0,0.0
U000157,2025-11-17,1,regular,web,1.0,6058.84,6058.84
U000158,2025-12-12,2,premium,web,0.0,0.0,0.0
U000159,2025-08-09,1,regular,mobile,0.0,0.0,0.0
U000160,2025-10-12,2,value,mobile,0.0,0.0,0.0
U000161,2025-07-01,1,regular,web,0.0,0.0,0.0
U000162,2025-08-07,2,value,mobile,0.0,0.0,0.0
U000163,2025-11-30,2,regular,web,1.0,7014.68,7014.68
U000164,2025-12-07,3,value,web,0.0,0.0,0.0
U000165,2025-12-03,1,value,mobile,1.0,8193.03,8193.03
U000166,2025-07-23,2,regular,web,0.0,0.0,0.0
U000167,2025-10-17,3,value,web,0.0,0.0,0.0
U000168,2025-09-20,3,value,mobile,2.0,5260.25,2630.125
U000169,2026-01-17,2,regular,web,2.0,12280.47,6140.235
U000170,2025-11-07,2,value,web,0.0,0.0,0.0
U000171,2026-01-05,2,regular,mobile,0.0,0.0,0.0
U000172,2025-07-23,2,value,web,0.0,0.0,0.0
U000173,2025-09-26,3,value,mobile,0.0,0.0,0.0
U000174,2025-12-02,2,value,mobile,0.0,0.0,0.0
U000175,2025-09-08,2,regular,web,0.0,0.0,0.0
U000176,2025-11-03,1,premium,web,0.0,0.0,0.0
U000177,2025-10-08,2,value,web,0.0,0.0,0.0
U000178,2026-01-17,3,premium,mobile,1.0,3139.82,3139.82
U000179,2025-07-29,2,regular,web,1.0,3384.29,3384.29
U000180,2026-01-05,2,regular,mobile,0.0,0.0,0.0
U000181,2025-09-15,3,regular,web,0.0,0.0,0.0
U000182,2025-09-29,3,regular,mobile,0.0,0.0,0.0
U000183,2025-10-12,2,regular,web,0.0,0.0,0.0
U000184,2025-08-18,2,regular,web,0.0,0.0,0.0
U000185,2026-01-11,2,regular,web,0.0,0.0,0.0
U000186,2025-12-31,2,value,mobile,0.0,0.0,0.0
U000187,2026-01-13,2,value,mobile,1.0,12824.15,12824.15
U000188,2026-01-18,1,regular,web,0.0,0.0,0.0
U000189,2025-11-11,3,value,web,0.0,0.0,0.0
U000190,2025-09-26,3,value,web,0.0,0.0,0.0
U000191,2025-12-19,3,value,web,0.0,0.0,0.0
U000192,2025-06-28,3,value,mobile,0.0,0.0,0.0
U000193,2025-12-15,3,regular,mobile,0.0,0.0,0.0
U000194,2025-10-05,3,regular,mobile,1.0,2848.01,2848.01
U000195,2025-11-11,3,regular,web,0.0,0.0,0.0
U000196,2025-09-09,2,value,web,1.0,2865.2,2865.2
U000197,2025-09-08,2,regular,mobile,0.0,0.0,0.0
U000198,2025-06-30,1,regular,web,2.0,20890.89,10445.445
U000199,2025-09-20,2,regular,mobile,0.0,0.0,0.0
U000200,2025-09-17,2,regular,web,0.0,0.0,0.0
U000201,2025-08-09,2,regular,web,0.0,0.0,0.0
U000202,2025-08-14,2,regular,mobile,0.0,0.0,0.0
U000203,2025-10-24,2,premium,web,0.0,0.0,0.0
U000204,2025-08-29,1,regular,mobile,1.0,10781.8,10781.8
U000205,2025-12-14,3,regular,web,1.0,3467.37,3467.37
U000206,2025-07-16,3,regular,web,1.0,13218.3,13218.3
U000207,2025-10-22,1,value,web,1.0,11093.67,11093.67
U000208,2025-07-27,1,premium,web,0.0,0.0,0.0
U000209,2025-10-12,2,value,web,0.0,0.0,0.0
U000210,2025-10-17,3,value,web,0.0,0.0,0.0
U000211,2025-11-05,3,premium,mobile,1.0,11109.92,11109.92
U000212,2025-09-21,1,regular,mobile,0.0,0.0,0.0
U000213,2025-10-08,3,value,web,0.0,0.0,0.0
U000214,2025-07-31,1,value,web,0.0,0.0,0.0
U000215,2025-09-28,2,value,web,2.0,13159.98,6579.99
U000216,2025-09-09,3,regular,mobile,0.0,0.0,0.0
U000217,2025-11-10,1,value,mobile,1.0,1656.65,1656.65
U000218,2025-09-22,1,premium,web,0.0,0.0,0.0
U000219,2025-12-04,2,premium,web,0.0,0.0,0.0
U000220,2025-09-20,2,regular,web,0.0,0.0,0.0
U000221,2025-08-11,3,regular,web,0.0,0.0,0.0
U000222,2025-08-19,3,value,web,0.0,0.0,0.0
U000223,2025-07-02,1,value,mobile,0.0,0.0,0.0
U000224,2025-10-14,1,regular,web,1.0,11804.6,11804.6
U000225,2025-12-14,3,value,web,0.0,0.0,0.0
U000226,2025-12-01,2,value,web,0.0,0.0,0.0
U000227,2025-09-23,3,value,mobile,2.0,10729.46,5364.73
U000228,2025-08-03,2,value,web,0.0,0.0,0.0
U000229,2025-12-21,1,regular,web,0.0,0.0,0.0
U000230,2025-07-05,3,regular,web,0.0,0.0,0.0
U000231,2025-09-15,1,regular,mobile,0.0,0.0,0.0
U000232,2025-12-20,2,regular,web,0.0,0.0,0.0
U000233,2025-09-14,2,regular,mobile,0.0,0.0,0.0
U000234,2025-07-18,2,regular,web,0.0,0.0,0.0
U000235,2025-08-18,2,regular,web,1.0,14063.86,14063.86
U000236,2025-10-27,2,regular,mobile,0.0,0.0,0.0
U000237,2025-07-25,3,value,mobile,0.0,0.0,0.0
U000238,2025-11-07,3,premium,web,0.0,0.0,0.0
U000239,2025-09-23,2,value,mobile,0.0,0.0,0.0
U000240,2025-09-01,1,value,web,0.0,0.0,0.0
U000241,2025-08-13,3,value,web,2.0,15728.330000000002,7864.165000000001
U000242,2025-12-13,3,regular,mobile,0.0,0.0,0.0
U000243,2025-09-14,2,regular,mobile,0.0,0.0,0.0
U000244,2025-11-25,2,regular,web,0.0,0.0,0.0
U000245,2025-09-23,2,premium,mobile,0.0,0.0,0.0
U000246,2025-07-12,1,value,web,1.0,3356.89,3356.89
U000247,2025-09-23,2,regular,web,0.0,0.0,0.0
U000248,2025-10-08,2,value,mobile,0.0,0.0,0.0
U000249,2025-09-27,3,regular,web,2.0,9584.93,4792.465
U000250,2025-12-11,3,value,mobile,1.0,3388.02,3388.02
U000251,2025-12-31,3,value,mobile,0.0,0.0,0.0
U000252,2025-12-05,2,regular,mobile,1.0,1049.49,1049.49
U000253,2025-10-23,2,regular,web,0.0,0.0,0.0
U000254,2025-10-15,3,regular,mobile,0.0,0.0,0.0
U000255,2025-11-05,3,regular,mobile,1.0,952.32,952.32
U000256,2025-08-22,2,regular,mobile,2.0,5247.93,2623.965
U000257,2025-12-10,3,regular,web,1.0,2335.03,2335.03
U000258,2025-12-20,1,value,web,1.0,5082.46,5082.46
U000259,2025-08-18,3,value,web,0.0,0.0,0.0
U000260,2025-12-30,1,value,web,0.0,0.0,0.0
U000261,2025-12-18,1,value,web,0.0,0.0,0.0
U000262,2025-09-20,2,regular,mobile,0.0,0.0,0.0
U000263,2025-12-31,1,regular,mobile,0.0,0.0,0.0
U000264,2025-07-18,1,regular,web,0.0,0.0,0.0
U000265,2025-06-29,1,regular,web,0.0,0.0,0.0
U000266,2025-09-04,2,regular,mobile,0.0,0.0,0.0
U000267,2025-10-20,3,regular,web,0.0,0.0,0.0
U000268,2025-09-05,1,value,mobile,1.0,12085.23,12085.23
U000269,2026-01-07,2,value,web,1.0,14770.29,14770.29
U000270,2025-08-15,3,regular,web,0.0,0.0,0.0
U000271,2025-08-21,1,regular,web,0.0,0.0,0.0
U000272,2025-11-03,1,value,mobile,0.0,0.0,0.0
U000273,2025-06-24,3,value,web,0.0,0.0,0.0
U000274,2025-11-23,3,regular,mobile,0.0,0.0,0.0
U000275,2025-09-10,2,regular,web,0.0,0.0,0.0
U000276,2026-01-14,3,value,web,0.0,0.0,0.0
U000277,2025-11-15,1,regular,mobile,0.0,0.0,0.0
U000278,2025-07-04,2,premium,web,0.0,0.0,0.0
U000279,2025-07-12,3,value,web,1.0,11794.02,11794.02
U000280,2025-07-11,2,premium,web,1.0,4107.71,4107.71
U000281,2026-01-09,3,value,mobile,1.0,14921.68,14921.68
U000282,2025-11-14,2,regular,web,0.0,0.0,0.0
U000283,2025-09-21,3,regular,web,0.0,0.0,0.0
U000284,2025-08-04,2,value,mobile,0.0,0.0,0.0
U000285,2025-12-23,2,premium,mobile,0.0,0.0,0.0
U000286,2025-08-04,1,regular,mobile,0.0,0.0,0.0
U000287,2025-11-18,1,premium,mobile,0.0,0.0,0.0
U000288,2025-11-30,3,value,mobile,0.0,0.0,0.0
U000289,2025-08-24,1,premium,web,1.0,11841.93,11841.93
U000290,2025-10-07,1,premium,web,0.0,0.0,0.0
U000291,2025-08-09,1,regular,mobile,0.0,0.0,0.0
U000292,2025-09-11,1,value,mobile,1.0,17094.8,17094.8
U000293,2026-01-12,3,regular,mobile,0.0,0.0,0.0
U000294,2025-11-15,2,regular,mobile,0.0,0.0,0.0
U000295,2025-12-18,3,premium,web,0.0,0.0,0.0
U000296,2025-10-14,1,regular,web,0.0,0.0,0.0
U000297,2025-08-12,2,value,mobile,0.0,0.0,0.0
U000298,2025-11-20,2,value,web,0.0,0.0,0.0
U000299,2025-10-06,2,regular,mobile,0.0,0.0,0.0
U000300,2025-07-30,3,premium,mobile,0.0,0.0,0.0
U000301,2025-09-18,3,value,web,1.0,11005.11,11005.11
U000302,2025-11-03,3,regular,mobile,0.0,0.0,0.0
U000303,2025-11-24,1,premium,mobile,0.0,0.0,0.0
U000304,2025-08-13,1,value,mobile,0.0,0.0,0.0
U000305,2025-12-24,2,value,web,0.0,0.0,0.0
U000306,2025-09-11,2,regular,mobile,0.0,0.0,0.0
U000307,2025-08-19,3,regular,web,0.0,0.0,0.0
U000308,2025-08-03,2,value,web,1.0,9813.08,9813.08
U000309,2025-12-09,2,regular,web,1.0,11822.71,11822.71
U000310,2025-09-05,3,regular,mobile,0.0,0.0,0.0
U000311,2025-10-02,3,premium,mobile,1.0,3238.92,3238.92
U000312,2025-08-09,1,premium,web,0.0,0.0,0.0
U000313,2025-11-14,1,regular,mobile,1.0,5173.74,5173.74
U000314,2025-12-04,2,regular,web,0.0,0.0,0.0
U000315,2025-09-02,2,value,mobile,0.0,0.0,0.0
U000316,2026-01-07,2,regular,web,0.0,0.0,0.0
U000317,2025-06-29,2,value,mobile,0.0,0.0,0.0
U000318,2025-07-21,3,regular,web,0.0,0.0,0.0
U000319,2025-10-25,3,value,mobile,0.0,0.0,0.0
U000320,2025-11-17,2,regular,web,0.0,0.0,0.0
U000321,2025-08-15,2,value,mobile,0.0,0.0,0.0
U000322,2025-10-17,2,value,mobile,0.0,0.0,0.0
U000323,2025-08-29,2,value,web,0.0,0.0,0.0
U000324,2025-10-17,2,regular,web,0.0,0.0,0.0
U000325,2025-11-08,2,regular,mobile,0.0,0.0,0.0
U000326,2026-01-13,2,value,mobile,1.0,11084.73,11084.73
U000327,2025-09-27,1,premium,web,0.0,0.0,0.0
U000328,2025-11-06,1,premium,web,0.0,0.0,0.0
U000329,2025-10-22,1,value,web,0.0,0.0,0.0
U000330,2025-08-29,3,regular,mobile,0.0,0.0,0.0
U000331,2025-08-15,2,regular,mobile,0.0,0.0,0.0
U000332,2026-01-16,1,value,web,0.0,0.0,0.0
U000333,2025-08-05,3,regular,mobile,0.0,0.0,0.0
U000334,2025-12-06,2,value,mobile,0.0,0.0,0.0
U000335,2025-07-24,2,premium,mobile,0.0,0.0,0.0
U000336,2025-12-09,3,premium,web,2.0,15357.88,7678.94
U000337,2025-08-01,1,regular,web,0.0,0.0,0.0
U000338,2026-01-12,1,regular,web,2.0,27446.84,13723.42
U000339,2025-11-14,2,regular,web,0.0,0.0,0.0
U000340,2025-07-12,1,premium,web,0.0,0.0,0.0
U000341,2025-11-16,2,value,web,0.0,0.0,0.0
U000342,2025-10-28,1,value,web,0.0,0.0,0.0
U000343,2025-09-02,1,regular,mobile,0.0,0.0,0.0
U000344,2025-08-17,1,value,web,0.0,0.0,0.0
U000345,2025-11-21,2,value,mobile,0.0,0.0,0.0
U000346,2025-11-26,1,value,web,0.0,0.0,0.0
U000347,2025-08-31,1,regular,mobile,2.0,20327.87,10163.935
U000348,2025-12-24,3,value,web,0.0,0.0,0.0
U000349,2025-08-18,2,value,mobile,0.0,0.0,0.0
U000350,2025-07-08,2,value,mobile,0.0,0.0,0.0
U000351,2025-10-27,1,regular,web,0.0,0.0,0.0
U000352,2025-07-15,2,premium,mobile,0.0,0.0,0.0
U000353,2025-08-20,2,value,web,0.0,0.0,0.0
U000354,2025-10-07,2,regular,mobile,1.0,2042.78,2042.78
U000355,2025-08-22,1,regular,web,1.0,4579.91,4579.91
U000356,2025-08-07,3,value,web,0.0,0.0,0.0
U000357,2025-11-18,3,regular,web,0.0,0.0,0.0
U000358,2025-10-16,1,regular,mobile,0.0,0.0,0.0
U000359,2025-12-16,1,regular,web,1.0,7760.97,7760.97
U000360,2025-10-23,1,value,mobile,1.0,1629.03,1629.03
U000361,2025-10-02,2,value,web,0.0,0.0,0.0
U000362,2025-08-17,1,premium,web,0.0,0.0,0.0
U000363,2025-12-06,3,regular,web,0.0,0.0,0.0
U000364,2025-08-03,3,premium,mobile,0.0,0.0,0.0
U000365,2025-08-13,3,premium,mobile,0.0,0.0,0.0
U000366,2025-12-17,2,value,web,0.0,0.0,0.0
U000367,2025-11-26,3,regular,mobile,2.0,16946.18,8473.09
U000368,2025-10-30,1,regular,web,0.0,0.0,0.0
U000369,2025-07-01,2,regular,web,0.0,0.0,0.0
U000370,2025-07-20,2,value,web,0.0,0.0,0.0
U000371,2025-10-06,3,value,web,0.0,0.0,0.0
U000372,2025-11-27,2,regular,web,1.0,4586.48,4586.48
U000373,2025-09-28,3,regular,mobile,0.0,0.0,0.0
U000374,2025-06-27,1,regular,web,0.0,0.0,0.0
U000375,2025-08-01,3,value,mobile,0.0,0.0,0.0
U000376,2025-10-25,2,value,mobile,0.0,0.0,0.0
U000377,2025-11-16,2,premium,mobile,0.0,0.0,0.0
U000378,2025-06-30,3,regular,mobile,1.0,8883.0,8883.0
U000379,2025-07-02,2,regular,mobile,0.0,0.0,0.0
U000380,2025-08-17,2,regular,web,0.0,0.0,0.0
U000381,2025-07-10,2,regular,web,0.0,0.0,0.0
U000382,2025-10-15,1,regular,web,2.0,5511.04,2755.52
U000383,2025-07-19,2,regular,mobile,0.0,0.0,0.0
U000384,2025-11-06,1,regular,web,0.0,0.0,0.0
U000385,2025-12-03,1,premium,mobile,0.0,0.0,0.0
U000386,2026-01-13,3,premium,mobile,0.0,0.0,0.0
U000387,2026-01-08,2,regular,web,1.0,4355.33,4355.33
U000388,2025-08-19,2,regular,mobile,0.0,0.0,0.0
U000389,2025-06-29,2,regular,web,1.0,2777.81,2777.81
U000390,2025-08-31,2,regular,web,0.0,0.0,0.0
U000391,2025-11-19,2,regular,mobile,1.0,15581.28,15581.28
U000392,2025-07-05,3,regular,web,1.0,9440.12,9440.12
U000393,2025-09-06,3,regular,web,0.0,0.0,0.0
U000394,2025-08-25,2,regular,web,0.0,0.0,0.0
U000395,2025-08-08,2,regular,web,0.0,0.0,0.0
U000396,2025-11-18,2,value,mobile,0.0,0.0,0.0
U000397,2025-11-08,2,regular,mobile,0.0,0.0,0.0
U000398,2025-10-13,2,regular,web,0.0,0.0,0.0
U000399,2025-12-31,2,value,web,0.0,0.0,0.0
U000400,2025-07-15,2,premium,web,1.0,12868.98,12868.98
U000401,2025-07-24,2,regular,mobile,0.0,0.0,0.0
U000402,2025-09-11,2,value,mobile,0.0,0.0,0.0
U000403,2025-11-08,2,regular,web,0.0,0.0,0.0
U000404,2025-10-24,1,regular,web,0.0,0.0,0.0
U000405,2025-07-08,1,regular,mobile,0.0,0.0,0.0
U000406,2026-01-10,3,regular,mobile,0.0,0.0,0.0
U000407,2025-08-26,2,premium,web,1.0,1777.1,1777.1
U000408,2025-09-06,1,regular,mobile,0.0,0.0,0.0
U000409,2025-11-01,2,regular,web,0.0,0.0,0.0
U000410,2026-01-07,3,value,web,0.0,0.0,0.0
U000411,2025-11-09,2,regular,mobile,0.0,0.0,0.0
U000412,2026-01-09,3,regular,web,0.0,0.0,0.0
U000413,2025-08-01,3,regular,web,0.0,0.0,0.0
U000414,2025-10-31,2,regular,mobile,0.0,0.0,0.0
U000415,2025-12-14,2,regular,mobile,0.0,0.0,0.0
U000416,2025-10-08,1,regular,web,0.0,0.0,0.0
U000417,2025-09-07,3,value,mobile,2.0,12497.19,6248.595
U000418,2026-01-16,2,premium,mobile,0.0,0.0,0.0
U000419,2025-07-23,3,regular,mobile,0.0,0.0,0.0
U000420,2025-09-17,2,premium,mobile,1.0,1450.06,1450.06
U000421,2025-12-23,1,premium,mobile,0.0,0.0,0.0
U000422,2025-12-29,1,premium,web,0.0,0.0,0.0
U000423,2026-01-15,2,regular,web,0.0,0.0,0.0
U000424,2025-12-26,2,regular,mobile,0.0,0.0,0.0
U000425,2025-07-04,1,value,mobile,0.0,0.0,0.0
U000426,2026-01-04,3,regular,web,0.0,0.0,0.0
U000427,2025-09-21,3,regular,web,1.0,5571.23,5571.23
U000428,2025-11-07,2,regular,mobile,0.0,0.0,0.0
U000429,2025-09-14,2,premium,web,0.0,0.0,0.0
U000430,2025-12-11,1,value,web,0.0,0.0,0.0
U000431,2025-10-22,3,regular,mobile,1.0,562.97,562.97
U000432,2025-12-18,2,regular,mobile,0.0,0.0,0.0
U000433,2025-08-03,3,regular,mobile,0.0,0.0,0.0
U000434,2025-08-01,2,value,mobile,0.0,0.0,0.0
U000435,2025-09-23,2,value,web,0.0,0.0,0.0
U000436,2025-06-24,2,regular,mobile,0.0,0.0,0.0
U000437,2025-11-15,1,regular,web,1.0,2006.3,2006.3
U000438,2025-08-24,3,value,web,1.0,1576.89,1576.89
U000439,2025-10-18,2,value,mobile,1.0,5887.1,5887.1
U000440,2025-07-08,2,regular,mobile,0.0,0.0,0.0
U000441,2025-07-29,3,value,mobile,0.0,0.0,0.0
U000442,2025-11-01,3,regular,web,0.0,0.0,0.0
U000443,2025-08-26,3,regular,mobile,0.0,0.0,0.0
U000444,2025-08-07,1,value,mobile,0.0,0.0,0.0
U000445,2025-08-10,2,regular,mobile,1.0,3041.84,3041.84
U000446,2025-08-07,3,value,mobile,0.0,0.0,0.0
U000447,2025-11-01,2,value,web,1.0,8204.92,8204.92
U000448,2025-07-28,1,premium,mobile,1.0,1660.31,1660.31
